date,oblast,predicted_risk,actual_risk,lower_95,upper_95
2024-05-01,Kyzylordinskaya,9.272737279983673,8.982553348126958,-3.4110968047459718,21.95657136471332
2024-06-01,Kyzylordinskaya,11.533154405935369,13.558328306037591,-1.1506796787942761,24.216988490665013
2024-07-01,Kyzylordinskaya,14.188387082820546,11.068122497288707,1.504552998090901,26.87222116755019
2024-08-01,Kyzylordinskaya,15.222406628286102,12.346761530692673,2.538572543556457,27.906240713015748
2024-09-01,Kyzylordinskaya,15.174998571230873,14.082106686505359,2.491164486501228,27.85883265596052
2024-10-01,Kyzylordinskaya,17.447504790526413,14.968669078929555,4.763670705796768,30.131338875256056
2024-11-01,Kyzylordinskaya,23.08921143123389,14.197641356946482,10.405377346504244,35.77304551596353
2024-12-01,Kyzylordinskaya,28.91605032369678,24.628623874510524,16.232216238967133,41.599884408426426
2024-01-01,Mangistauskaya,32.87911164137267,28.122894933541886,20.19527755664302,45.56294572610231
2024-02-01,Mangistauskaya,31.331679243871335,27.889653948286522,18.64784515914169,44.01551332860098
2024-03-01,Mangistauskaya,25.941847142004207,22.739139384022483,13.258013057274562,38.62568122673385
2024-04-01,Mangistauskaya,25.123638958882736,30.400603314432697,12.439804874153092,37.80747304361238
2024-05-01,Mangistauskaya,26.483775865786555,21.946794373268435,13.79994178105691,39.1676099505162
2024-06-01,Mangistauskaya,26.76478785461604,24.940649255431524,14.080953769886394,39.448621939345685
2024-07-01,Mangistauskaya,28.285763088891247,27.988668517377956,15.601929004161603,40.96959717362089
2024-08-01,Mangistauskaya,28.358502399068872,25.733693002892366,15.674668314339227,41.042336483798515
2024-09-01,Mangistauskaya,25.240750420732528,26.37788212389826,12.556916336002883,37.92458450546217
2024-10-01,Mangistauskaya,26.585580209070688,23.139598925745844,13.901746124341043,39.26941429380033
2024-11-01,Mangistauskaya,28.21368932434921,22.03948270263558,15.529855239619566,40.89752340907886
2024-12-01,Mangistauskaya,28.97465368596412,24.000368407420886,16.290819601234475,41.65848777069377
2024-01-01,Pavlodarskaya,7.314327004083584,-5.647053633595078e-07,-5.369507080646061,19.998161088813227
2024-02-01,Pavlodarskaya,6.813244419473973,-5.647053633595078e-07,-5.870589665255672,19.497078504203618
2024-03-01,Pavlodarskaya,6.280050982158718,-5.647053633595078e-07,-6.403783102570927,18.963885066888363
2024-04-01,Pavlodarskaya,6.015657805786795,-5.647053633595078e-07,-6.66817627894285,18.69949189051644
2024-05-01,Pavlodarskaya,5.911543019104506,-5.647053633595078e-07,-6.772291065625138,18.595377103834153
2024-06-01,Pavlodarskaya,6.028806642618392,-5.647053633595078e-07,-6.655027442111253,18.712640727348038
2024-07-01,Pavlodarskaya,6.434594644428749,-5.647053633595078e-07,-6.2492394403008955,19.118428729158396
2024-08-01,Pavlodarskaya,6.827482095862239,-5.647053633595078e-07,-5.856351988867406,19.511316180591884
2024-09-01,Pavlodarskaya,7.355670147218651,-5.647053633595078e-07,-5.328163937510993,20.039504231948296
2024-10-01,Pavlodarskaya,8.002221869020312,-5.647053633595078e-07,-4.6816122157093325,20.686055953749957
2024-11-01,Pavlodarskaya,8.613269489901722,-5.647053633595078e-07,-4.070564594827923,21.297103574631365
2024-12-01,Pavlodarskaya,8.555527371274218,-5.647053633595078e-07,-4.1283067134554265,21.239361456003863
2024-01-01,Severo-kazachstanskaya,7.376976228614932,-5.647053633595078e-07,-5.306857856114712,20.060810313344575
2024-02-01,Severo-kazachstanskaya,6.942773221430235,-5.647053633595078e-07,-5.74106086329941,19.62660730615988
2024-03-01,Severo-kazachstanskaya,6.467705539799267,-5.647053633595078e-07,-6.216128544930378,19.151539624528912
2024-04-01,Severo-kazachstanskaya,6.202736476789296,-5.647053633595078e-07,-6.481097607940349,18.88657056151894
2024-05-01,Severo-kazachstanskaya,6.078978610693952,-5.647053633595078e-07,-6.604855474035693,18.762812695423598
2024-06-01,Severo-kazachstanskaya,6.104022782603071,-5.647053633595078e-07,-6.579811302126574,18.787856867332714
2024-07-01,Severo-kazachstanskaya,6.446016683451948,-5.647053633595078e-07,-6.237817401277697,19.12985076818159
2024-08-01,Severo-kazachstanskaya,6.855760026423031,-5.647053633595078e-07,-5.828074058306614,19.539594111152674
2024-09-01,Severo-kazachstanskaya,7.693123337105556,-5.647053633595078e-07,-4.990710747624089,20.3769574218352
2024-10-01,Severo-kazachstanskaya,8.74700105736769,-5.647053633595078e-07,-3.9368330273619545,21.430835142097337
2024-11-01,Severo-kazachstanskaya,9.586499803982019,-5.647053633595078e-07,-3.097334280747626,22.27033388871166
2024-12-01,Severo-kazachstanskaya,9.816976016111306,-5.647053633595078e-07,-2.8668580686183383,22.50081010084095
2024-01-01,Vostochno-kazachstanskaya,39.252446478331564,38.98901454986596,26.568612393601917,51.93628056306121
